file,timestamp,px_um,z_um,set_PinholeSizeAiry,set_Voltage,set_DigitalGain,set_Offset,set_Power,set_ExcitationWavelength,set_LaserScanPixelTime,set_BitsPerPixel,set_Attenuation,set_Zoom,group,n_channels,ZsGr1.background,ZsGr1.p01,ZsGr1.p99,ZsGr1.p999,ZsGr1.total,ZsGr1.mad,ZsGr1.sat_frac,ZsGr1.offset,ZsGr1.n_voxels,ESID.background,ESID.p01,ESID.p99,ESID.p999,ESID.total,ESID.mad,ESID.sat_frac,ESID.offset,ESID.n_voxels,t_min
DA140uM stack (9).czi,2026-08-13T21:44:57.6822244Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DA 140uM,2,141.0,133.0,252.0,902.0,387802030.0,3.0,0.0,100.0,2621440.0,446.0,123.0,473.0,479.0,1089449179.0,11.0,0.0,0.0,2621440.0,377.77524300833335
DA140uM stack (10).czi,2026-08-13T21:50:58.7328753Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DA 140uM,2,141.0,134.0,241.0,803.0,387633684.0,2.0,0.0,100.0,2621440.0,446.0,132.0,477.0,484.0,1087223637.0,14.0,0.0,0.0,2621440.0,383.79275385666665
DA140uM stack (11).czi,2026-08-13T21:54:01.762344Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DA 140uM,2,140.0,133.0,240.0,698.0,388589137.0,3.0,0.0,100.0,2621440.0,373.0,94.0,459.0,467.0,878445529.0,69.0,0.0,0.0,2621440.0,386.8432450016666
DAD9 140uM stack.czi,2026-08-13T22:06:18.1134609Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,140.0,133.0,243.0,732.0,384391191.0,2.0,0.0,100.0,2621440.0,440.0,141.0,463.0,469.0,1063280113.0,11.0,0.0,0.0,2621440.0,399.11576361666664
DAD9 140uM stack (2).czi,2026-08-13T22:10:21.1303607Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,140.0,133.0,235.0,814.0,383336111.0,2.0,0.0,100.0,2621440.0,437.0,152.0,466.0,473.0,1075131845.0,15.0,0.0,0.0,2621440.0,403.16604528
DAD9 140uM stack (3).czi,2026-08-13T22:13:20.4696183Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,141.0,133.0,245.0,750.0,386324843.0,3.0,0.0,100.0,2621440.0,436.0,142.0,463.0,469.0,1031793664.0,13.0,0.0,0.0,2621440.0,406.1550329066667
DAD9 140uM stack (4).czi,2026-08-13T22:15:58.1386364Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,142.0,134.0,266.0,800.0,395041198.0,3.0,0.0,100.0,2621440.0,404.0,133.0,463.0,469.0,957689344.0,47.0,0.0,0.0,2621440.0,408.78284987499995
DAD9 140uM stack (5).czi,2026-08-13T22:18:41.0759559Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,142.0,135.0,236.0,652.0,387649502.0,2.0,0.0,100.0,2621440.0,427.0,99.0,460.0,466.0,1000917389.0,23.0,0.0,0.0,2621440.0,411.49847186666665
DAD9 140uM stack (6).czi,2026-08-13T22:21:26.5874226Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,140.0,133.0,229.0,710.0,381307150.0,2.0,0.0,100.0,2621440.0,437.0,133.0,465.0,471.0,1076691786.0,12.0,0.0,0.0,2621440.0,414.2569963116667
DAD9 140uM stack (7).czi,2026-08-13T22:25:04.8919089Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,139.0,133.0,222.0,683.0,379535725.0,2.0,0.0,100.0,2621440.0,433.0,133.0,463.0,469.0,1048001162.0,13.0,0.0,0.0,2621440.0,417.8954044166667
DAD9 140uM stack (8).czi,2026-08-13T22:28:34.9469234Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,140.0,133.0,246.0,784.0,386382538.0,3.0,0.0,100.0,2621440.0,418.0,137.0,450.0,456.0,931459554.0,26.0,0.0,0.0,2621440.0,421.396321325
DAD9 140uM stack (9).czi,2026-08-13T22:32:06.3970177Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,141.0,134.0,255.0,759.5610000002198,389425419.0,3.0,0.0,100.0,2621440.0,420.0,122.0,450.0,455.0,913817664.0,27.0,0.0,0.0,2621440.0,424.9204895633333
DAD9 140uM stack (10).czi,2026-08-13T22:34:55.5656936Z,0.44566127232142844,3.0,1.0747950819672116,580.00564575195,1,0,10,504,,16,0.995,"1.4,1.4",DAD9 140uM,2,140.0,134.0,223.0,734.0,381762627.0,2.0,0.0,100.0,2621440.0,437.0,142.0,462.0,468.0,1088179824.0,11.0,0.0,0.0,2621440.0,427.73996749500003
